2026/08/18 20:47:49 Database: Menggunakan password terenkripsi (DB_PASSWORD_ENCRYPTED).
2026/08/18 20:47:49 Database TRACE_LEVEL=1: API Request Log Only (SQL Logging OFF)
2026/08/18 20:47:49 Database connection successfully established with optimized Connection Pool (Max 200 Conns).
=================================================================
🚀 LMS BACKEND v2.0 - SECURITY & RBAC ENFORCEMENT ACTIVE 🚀
=================================================================
2026/08/18 20:47:49 SECURITY CHECK: RBACRoleMenuMiddleware and AuthMiddleware loaded successfully.
2026/08/18 20:47:49 [LMS-API-LOG] Gin HTTP logger active (TRACE_LEVEL=1)
2026/08/18 20:47:49 [PRODUCT-CACHE] Cache diperbarui: 4 produk dimuat.
2026/08/18 20:47:49 Starting HTTPS server on port 8086 using cert ./sertifikat/lims.local+2.pem and key ./sertifikat/lims.local+2-key.pem
2026/08/18 20:47:49 [PPROF] Starting Go profiler server on http://localhost:6060/debug/pprof
[LMS-API-LOG] 2026/08/18 - 20:48:03 | 127.0.0.1 | 200 |        0,161 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,138 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,297 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        1,112 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,090 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,067 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,094 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,127 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,371 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,059 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,029 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,030 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,577 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |      128,587 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,218 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,049 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        3,173 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,085 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,122 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,117 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,038 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,072 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,065 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,028 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,039 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,099 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,034 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,167 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,062 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,117 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,050 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,082 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,048 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,059 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,291 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,033 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,039 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,077 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,082 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       27,107 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       26,968 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,075 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       29,689 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       44,073 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       39,112 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       56,025 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,116 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,024 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,057 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,045 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,022 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,664 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,101 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,040 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,017 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,060 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,073 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,023 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,056 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,200 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,168 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,396 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,122 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,087 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,072 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,029 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,036 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,020 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,064 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,115 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,064 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,148 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,056 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,039 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,135 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        1,050 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,054 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        1,675 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,047 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,018 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,101 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,093 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,034 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,038 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,033 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,068 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        4,722 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,118 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,029 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,037 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,498 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,070 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,079 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,034 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,081 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,090 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,074 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,073 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,062 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,029 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,041 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,571 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,054 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,067 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,042 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,084 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,135 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,080 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,079 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,099 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,198 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,109 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,072 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,105 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,089 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,141 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,080 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,177 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,091 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        6,038 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        6,357 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,087 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,134 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,045 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,133 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       10,194 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,046 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,081 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,043 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,041 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       16,251 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,042 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,083 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,030 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |      330,063 | >300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,066 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,045 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,020 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,056 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,879 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,856 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,092 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,032 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,076 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,049 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,069 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,065 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,063 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,064 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:05 | 127.0.0.1 | 200 |        0,097 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        2,159 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        3,654 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        1,359 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,047 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,056 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,048 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,081 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,102 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,046 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,057 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,099 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,047 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,060 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,043 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,032 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,028 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,026 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,085 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,063 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,066 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,077 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,221 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,205 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,104 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,322 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,093 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,025 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,027 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,057 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,032 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,039 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,061 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,141 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,077 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,050 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,031 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,022 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,029 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,031 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,081 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,059 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       34,484 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,034 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,066 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |       10,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,120 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,034 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,224 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:48:04 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
